,Company,sector,annual_return_log,Std,Skewness,Kurtosis
250,IPG,Communication Services,0.0266285293368416,0.5952009447609311,-0.2713148627193798,3.1308395701448104
251,IFF,Materials,-0.160334082022764,0.41562636240711204,0.04984932403799263,3.156158183442609
252,INTU,Information Technology,0.3060632982138522,0.4872319324182276,0.22881255374324908,7.873852638660628
253,ISRG,Health Care,0.2913855291102215,0.47158325681238067,-0.19620979739551414,6.78998034353401
254,IVZ,Financials,0.013811157958195963,0.7851960648631743,-0.8503879049656803,4.000993401753551
255,IPGP,Information Technology,0.43231358695870675,0.5348308448997394,0.8674220039690795,6.372210640827635
256,IQV,Health Care,0.10341839162498793,0.5187405511226008,-0.7020490856709862,7.69978513643443
257,IRM,Real Estate,0.002418401179258327,0.466946137991296,-0.6706733967086547,6.4156253574281
258,JKHY,Information Technology,0.07087792957859256,0.4129864955701369,-0.6066621185198023,5.1304691288013
259,J,Industrials,0.13739206003725754,0.444273998972166,-0.49495037945245834,3.794374065611934
260,JBHT,Industrials,0.2226967587919854,0.42568471477441944,-0.5836917926415338,7.173231514168057
261,SJM,Consumer Staples,0.09764322554519683,0.33695820009410404,0.2709564426298869,4.82627039481558
262,JNJ,Health Care,0.05648128305020932,0.3134644188306478,0.1773334652434747,4.509648242438543
263,JCI,Industrials,0.15306888035633756,0.4453739210549598,-0.9050158118213871,3.7257747391804275
264,JPM,Financials,-0.07020721875630866,0.5631171813799528,-0.002461259170553913,5.220356145482208
265,JNPR,Information Technology,-0.05670318542013601,0.3820598458468753,-0.17521414254517587,3.875038553748227
266,KSU,Industrials,0.20794612172334626,0.5069055449332613,0.07320588978202357,10.343690338498169
267,K,Consumer Staples,-0.11417759952902495,0.3295280204565971,-0.5862407160217351,9.775371661895594
268,KEY,Financials,-0.17115815140251786,0.7956965658116468,-0.5596599436367787,5.207878097251948
269,KEYS,Information Technology,0.20656757874142975,0.4538024138578823,0.038374238430583546,3.5178483246715917
270,KMB,Consumer Staples,-0.04968667755362294,0.32325308511029677,-0.0007343188054426087,5.91013759185525
271,KIM,Real Estate,-0.32959707845068154,0.7801547758845838,0.2875537046947082,6.062998047250858
272,KMI,Energy,-0.35571145698674367,0.593854248419843,-1.4349687092273018,10.595725879598993
273,KLAC,Information Technology,0.42446131718388014,0.6193349134094532,0.1200244361592298,3.9932655508896255
274,KHC,Consumer Staples,0.17566748500136187,0.44284229523145846,0.3982478976075268,10.70211614221508
275,KR,Consumer Staples,0.10405590217368171,0.33157211717343194,-0.2054480576024649,2.5832769238317814
276,LB,Consumer Discretionary,0.7116366256151846,0.9773214751113929,0.4335479764779744,8.832941515399936
277,LHX,Industrials,-0.1734896738989392,0.4287572324744302,-0.569782288953411,6.7521147929819385
278,LH,Health Care,0.13881369367020208,0.5444342407134155,-1.2180534608263576,9.627454933684094
279,LRCX,Information Technology,0.5023251507092575,0.6604505152950259,-0.5145851844093234,5.367166981963933
280,LW,Consumer Staples,-0.1640993564535635,0.6035566947880542,-0.9598558268085411,6.259109663046296
281,LVS,Consumer Discretionary,-0.20005329873516103,0.6092898799957605,-0.463887438901379,3.1700184089644514
282,LEG,Consumer Discretionary,-0.19582088075413043,0.6960721512762853,-0.2173007975227127,2.4559336861659853
283,LDOS,Information Technology,0.017516001509077516,0.45626156663933015,-0.4859297586349827,5.310633165254586
284,LEN,Consumer Discretionary,0.2346076413260761,0.7071697689726018,-0.30605961328527836,4.8694422325222
285,LLY,Health Care,0.21390566183281448,0.43399855173558466,1.1836051549740425,7.474078536890696
286,LNC,Financials,-0.15532593246254367,0.995312623875756,-0.2585761755300992,5.938512941788641
287,LIN,Materials,0.21491064490375505,0.4037714326857427,-0.16677416502709086,4.39752813831325
288,LYV,Communication Services,-0.03790646261315987,0.7581365793640097,-0.28966546324820697,2.95158360530585
289,LKQ,Consumer Discretionary,0.04940837810934396,0.6836583804574388,-0.2976451562350237,7.138586932378793
290,LMT,Industrials,-0.1808460682471168,0.4275362334403576,-0.456214111111027,6.573647186874977
291,L,Financials,-0.16829424138429763,0.6148711111150527,-0.607615290446973,4.352198372847215
292,LOW,Consumer Discretionary,0.3502567255028798,0.5477826913820386,-2.652965335165823,21.385116178984077
293,LYB,Materials,0.06961249787520375,0.7447493030068731,-1.2215304665719877,8.336620785290439
294,MTB,Financials,-0.2481324439178639,0.6578017980150604,0.5549986105023946,4.184652817666993
295,MRO,Energy,-0.7136785631469414,1.0569317855034686,-3.260430960945797,33.41185325143262
296,MPC,Energy,-0.30606775775940465,0.8774767832361475,-0.7574022679189047,5.80936438318072
297,MKTX,Financials,0.4862902647940388,0.4800437786126377,0.35217589292829576,3.4768252872060135
298,MAR,Consumer Discretionary,-0.1321908462659544,0.6871287330669219,0.2509729265381341,2.8670820268413433
299,MMC,Financials,0.027286770546535718,0.3784616106811902,-0.44061357299181503,9.018971474217183
300,MLM,Materials,0.046136612872463324,0.5770998367942092,-0.3867307565114475,2.7940782015116437
301,MAS,Industrials,0.14458003864219898,0.4339286280526958,-0.1388870372442148,5.238337552622635
302,MA,Information Technology,0.045573045356552426,0.503136529471576,0.20578309545846685,5.058900806152813
303,MKC,Consumer Staples,0.11028837874458539,0.39566447466410126,-0.2728199893749396,10.042460450074705
304,MXIM,Information Technology,0.36617380995201326,0.451745659049022,-0.291325657189215,4.301297432754579
305,MCD,Consumer Discretionary,0.03181325153732827,0.415344879848145,-0.24086880027565408,16.23782555581888
306,MCK,Health Care,0.11865526657323702,0.46656743656545646,0.47861788680935374,2.901428157256479
307,MDT,Health Care,-0.02584822359061182,0.42860267385332046,-0.24758126888973284,4.56892556863405
308,MRK,Health Care,-0.10402241581581023,0.3285110846673537,-0.043061157302836946,3.6001813786560977
309,MET,Financials,-0.08994216666780906,0.6301671150427121,-0.5655129483762474,4.9106874594083845
310,MTD,Health Care,0.3318947787811913,0.42343576983044756,-0.19866222192142077,3.3637860343635957
311,MGM,Consumer Discretionary,-0.05685544491468754,1.0035802204221551,-0.9642527073505036,10.466974167254698
312,MCHP,Information Technology,0.2659942392944285,0.6368399206129468,-0.6301222078861265,6.474488352608638
313,MU,Information Technology,0.2039841410942951,0.5931670060603356,-0.8255294933383464,5.780074959647898
314,MSFT,Information Technology,0.3257003557869169,0.4560894561494523,-0.40369277656596847,6.193191608388604
315,MAA,Real Estate,-0.06911216732489923,0.48694327419075334,-1.2840603998073945,8.501351506637485
316,MHK,Consumer Discretionary,-0.03674777663816798,0.7788414534593155,-0.7080801736578726,6.894885357728368
317,TAP,Consumer Staples,-0.24439261691045103,0.48025968545187425,-0.20755585409198155,1.8200564785537567
318,MDLZ,Consumer Staples,0.057821744623915816,0.3531484770321175,-0.019077133720898986,8.230954940360153
319,MNST,Consumer Staples,0.3078179070591425,0.3706947294014821,0.114537508417504,2.9136528585638484
320,MCO,Financials,0.10374596602444967,0.5214334561862587,-0.1790936150823144,6.628243586681238
321,MS,Financials,0.2435793359657508,0.5885863027259247,0.07201027094164594,7.034927815808965
322,MOS,Materials,0.1131437406585511,0.8266066217569001,-0.9718884664219827,7.150971538639389
323,MSI,Information Technology,-0.05806743278978059,0.45689673787835366,-0.48037743587427617,3.851908782081357
324,MSCI,Financials,0.4961640192480431,0.5370245772222434,-0.03876805147766715,4.897609453179847
325,NDAQ,Financials,0.18747054004600347,0.4380467762402218,-0.02014656105432605,5.707250319556049
326,NOV,Energy,-0.5961917472682398,0.9181022467444387,-0.5320548253115256,6.404898757831576
327,NTAP,Information Technology,0.0982992405580634,0.5381191245781529,-0.11737271719663787,2.161423744324331
328,NFLX,Communication Services,0.487150595496102,0.4747994901777983,-0.20243604922185604,2.0813097350425416
329,NWL,Consumer Discretionary,0.09047351191940917,0.5903916345870039,-0.17200654748801422,4.747797117836609
330,NEM,Materials,0.37150653305499,0.47410357237875084,0.23406854127409832,4.180356868184171
331,NWSA,Communication Services,0.2284094813253352,0.5087417297040772,0.09680354776707144,2.363783669242406
332,NWS,Communication Services,0.19148313592653524,0.5210911361839229,-0.24874618661778572,3.5990411397441635
333,NEE,Utilities,0.19832301136436978,0.4321636230630511,-0.22582868323751598,6.748159934983816
334,NLSN,Industrials,-0.05936527775516814,0.6004595081722509,-0.07625455229547955,1.9374952729795423
335,NKE,Consumer Discretionary,0.3593394622646329,0.4314426926074423,-0.1775283375657464,6.5785252698367
336,NI,Utilities,-0.29727361479306963,0.4692789935806155,-0.7036080657547624,10.693708836494421
337,NSC,Industrials,0.1485896572460185,0.4971565510339543,-0.24446424969424607,7.070649242331669
338,NTRS,Financials,-0.15301378448695216,0.5440611559399747,-0.06491747298765961,8.616275584172072
339,NOC,Industrials,-0.2439413329231053,0.40662791233297935,0.2851356156923446,5.079282229272323
340,NLOK,Information Technology,0.30723133951074605,0.3859148853788581,0.14371346933440007,2.6237611309110207
341,NCLH,Consumer Discretionary,-0.9267531049509549,1.3881973164275758,-0.6222354694627575,4.905161406734474
342,NRG,Utilities,-0.11220072374861312,0.49539660734572444,-0.2869190984163637,5.851031355988647
343,NUE,Materials,0.06655110312101438,0.5175994131361477,-0.585140495540718,4.5059276265362325
344,NVDA,Information Technology,0.8276586513797676,0.6027238758759116,-0.605251048556921,4.7400361062768575
345,NVR,Consumer Discretionary,0.08958785516867425,0.6308640217163747,-0.26070082032194164,9.212518705802387
346,ORLY,Consumer Discretionary,0.02091911007856772,0.44091286820377856,-0.9751391067632494,9.837525041272
347,OXY,Energy,-0.9655436831275523,1.236457660380884,-3.190017668325698,32.84308398184882
348,ODFL,Industrials,0.40413299563596455,0.4320595416221007,0.03960971573604571,3.473250715345217
349,OMC,Communication Services,-0.25911334308337297,0.5043101439287924,0.19873724652202077,2.409679170849272
350,OKE,Energy,-0.5940140601304488,1.0304685269247207,-2.2288538212288453,16.068871446145444
351,ORCL,Information Technology,0.19025169932809433,0.41521610307468176,0.9504649305612168,14.2687567792996
352,PCAR,Industrials,0.13557175776986272,0.3719345380240496,0.6349592256660948,5.719598460541521
353,PKG,Materials,0.2868690821910878,0.4677731761869876,0.35005199814588733,3.5294501762701547
354,PH,Industrials,0.3418835432321797,0.6253899282367059,-0.6131391874549854,5.199249026045022
355,PAYX,Information Technology,0.12990134933402256,0.5066297504257897,-0.9980961409865806,12.888441058505443
356,PAYC,Information Technology,0.42715270915718695,0.6710529166173885,-0.211777546236904,2.310821139875584
357,PYPL,Information Technology,0.7772046846938541,0.5399945896294026,-0.11578916956639175,4.65139503681565
358,PNR,Industrials,0.14274021607126805,0.5056374896743885,-0.7461338190201037,8.838218428961628
359,PBCT,Financials,-0.1825598354853348,0.6525685168765957,0.7607442132557168,3.2460902551258632
360,PEP,Consumer Staples,0.05690692736641261,0.3802402092551459,-0.5168166230582225,11.056944240045063
361,PKI,Health Care,0.3562621358799738,0.392183194571196,-0.7519485454712668,2.952295039883266
362,PRGO,Health Care,-0.30132988736171584,0.47005380729553675,-0.5675670233394986,6.042755208192245
363,PFE,Health Care,0.01384837147016149,0.3698390465131375,-0.09791127784164388,2.645474304698266
364,PM,Consumer Staples,-0.008038709325224547,0.41123599288006385,-1.071548194471327,6.673387309624692
365,PSX,Energy,-0.4068358318466732,0.7201741073006908,0.1153604716822913,2.9836380750942526
366,PNW,Utilities,-0.1832726322981625,0.46476395235390555,-0.9602535329134297,9.292571831106427
367,PXD,Energy,-0.28673029303190767,0.8541324291496485,-2.4025353306390023,23.06660202837985
368,PNC,Financials,-0.01603039329284306,0.5987006495192516,-0.25967027777402346,3.6997218208891125
369,POOL,Consumer Discretionary,0.5504538078744915,0.5025006265904158,-1.922325178820079,10.379297071867299
370,PPG,Materials,0.18190680956025984,0.45447093672484357,-0.7551890202702343,4.690969438985166
371,PPL,Utilities,-0.26819714628706853,0.48846189442763405,-0.3043850334906712,4.752807484242231
372,PFG,Financials,-0.11559679365846473,0.6797327981088973,-0.14377348261563835,5.277062547616843
373,PG,Consumer Staples,0.11929289506523141,0.33595989137639715,0.11784084374713853,7.265986784556905
374,PGR,Financials,0.270462130611693,0.3806380868715112,0.14450777077966806,3.7770229339789534
375,PLD,Real Estate,0.04568407224226908,0.482663503770886,-0.8503774245597101,7.975481650682751
376,PRU,Financials,-0.18077251218149634,0.7080079811548399,-0.6475623322544459,6.105397143767263
377,PEG,Utilities,-0.022731607469524188,0.420990038880171,-0.2145483312573006,3.5399792471446796
378,PSA,Real Estate,0.06916303277959446,0.3818064576880708,-0.958815559168165,4.313577769748764
379,PHM,Consumer Discretionary,0.07620058179382687,0.6905915495514543,-0.47392242354142505,7.1405580420720725
380,PVH,Consumer Discretionary,-0.03960215559277648,0.9246181712019934,0.13672628006215556,3.435254892392148
381,QRVO,Information Technology,0.36325059145333066,0.5914737565653369,-0.26788945551061927,3.595107888385197
382,PWR,Industrials,0.5492214156696159,0.5071887410216198,-0.23023179112345876,3.9538307557554795
383,QCOM,Information Technology,0.501505432017672,0.5433173334996505,-0.07409125788846059,4.40340404494039
384,DGX,Health Care,0.14405428576028523,0.42971415822621445,-0.22033399739347084,4.350917824398029
385,RL,Consumer Discretionary,-0.16420231536914207,0.6447204187805116,0.09233812416899143,2.5489285724497295
386,RJF,Financials,-0.014958971775068693,0.5932122026209908,0.2976835629357817,3.187052770888683
387,RTX,Industrials,-0.3296113719989242,0.5976925375391949,-0.09315324940493752,3.727864240054508
388,O,Real Estate,-0.24632099685116485,0.6297626044564572,-2.449470950104554,19.093624178950964
389,REG,Real Estate,-0.32285076369508664,0.713901429956552,0.5450573461995314,12.23094047027368
390,REGN,Health Care,0.3372263145458539,0.44059200971835755,0.22619404340174362,1.6101967313658951
391,RF,Financials,0.0034382752520478814,0.7380383295937447,-0.5491640789098884,3.7605334666467636
392,RSG,Industrials,0.030978447612444334,0.3650966636859653,-1.1935354372774993,8.58177279077165
393,RMD,Health Care,0.3061427642925102,0.5099055090251503,-0.719564764648616,8.68470206484263
394,RHI,Industrials,0.013971716924859606,0.5295527849047224,0.6614346277539437,5.068067442497011
395,ROK,Industrials,0.2501392623194362,0.5115647149661755,-0.590830064866195,9.727965337363385
396,ROL,Industrials,0.5647648782896724,0.3892701497592293,-0.646124097983433,4.596333140114723
397,ROP,Industrials,0.11509252651220665,0.42541666562502567,-0.624892362237636,5.0780766645051845
398,ROST,Consumer Discretionary,-0.005617097223028527,0.59892317816674,-0.40987014608892725,7.815584111909805
399,RCL,Consumer Discretionary,-0.6397633536180413,1.1935214149744984,-0.5366352479165245,4.458954650045334
400,SPGI,Financials,0.09032472252607586,0.4856861722012013,-0.5630167427112528,6.720790271688154
401,CRM,Information Technology,0.21679977351392957,0.5381230280216363,0.6313733532100265,11.40641000270686
402,SBAC,Real Estate,0.09108845638074818,0.43801991055881573,0.40128984018625374,2.3397005207099415
403,SLB,Energy,-0.5362899977835657,0.818746875192515,-0.9148477698646955,6.992327695977352
404,STX,Information Technology,0.10691343764890585,0.4489796088706151,-1.0387738098768946,7.59841942521412
405,SEE,Materials,0.1854306532043762,0.5566681093988265,0.23568866763106136,11.50675844989206
406,SRE,Utilities,-0.19907587846616795,0.49568551800446714,-1.1812906885862413,9.415647021337314
407,NOW,Information Technology,0.6124626490535116,0.5152525973115964,0.03493256077104686,1.1791904385355068
408,SHW,Materials,0.23200212573775492,0.4484985470128007,-1.196757402618364,14.62876827409075
409,SPG,Real Estate,-0.5668403596729319,0.9630003413317147,-0.5360885453316367,5.76687197193044
410,SWKS,Information Technology,0.20311676502534318,0.5813206297211905,-0.3055767812664539,5.273149342948612
411,SLG,Real Estate,-0.45472459304343976,0.8218844202385895,0.6432587703556025,6.8245458846529505
412,SNA,Industrials,0.03331791623602807,0.5054900044740913,0.028503444174990265,1.9626961935878349
413,SO,Utilities,-0.09713841688958086,0.47334273372720853,0.4200620370256126,8.360244359085522
414,LUV,Industrials,-0.16248228350339364,0.6499977729359836,-0.22235412887544584,2.2444300438613194
415,SWK,Industrials,0.08876425234077177,0.6485540083222219,-0.4878224084963675,8.928723667755047
416,SBUX,Consumer Discretionary,0.13759677729782166,0.4730276605643969,-0.3784754586719584,7.9960410477329855
417,STT,Financials,-0.13238514110144795,0.6084003913504831,-0.18493188482853268,7.1955406327571065
418,STE,Health Care,0.2037380997066082,0.3991610641276266,-0.40274925864383754,5.380729388429026
419,SYK,Health Care,0.10938558978046005,0.5115839289238245,-0.4873155324860147,4.879585581614427
420,SIVB,Financials,0.3908778327521095,0.6672752934686456,-0.2435838514405673,2.8378535844556136
421,SYF,Financials,-0.03260405008365377,0.7924210085404088,-1.0513545140722518,7.171194662332523
422,SNPS,Information Technology,0.546095965429867,0.44207262652113993,-0.4960098703162656,4.367502080017888
423,SYY,Consumer Staples,-0.11826492304000354,0.727903559313899,-0.4142611215687696,6.581199328005868
424,TMUS,Communication Services,0.4976640314110233,0.4226917546311634,-0.10039441844924288,5.408588276948452
425,TROW,Financials,0.1575754873493899,0.49822911384758034,-0.13047111411252219,6.677266946502922
426,TTWO,Communication Services,0.47021577165923417,0.4374096799508628,-0.7790323711141536,3.478818352459408
427,TPR,Consumer Discretionary,0.055185355149921525,0.8630999788605453,-0.8887739037097547,8.97400396069759
428,TGT,Consumer Discretionary,0.46679633438795387,0.3801453759321932,-0.06515186401993348,8.393988714200892
429,TEL,Information Technology,0.19431107051985008,0.4991956795961123,-0.9574323319225165,5.958933169370175
430,FTI,Energy,-0.7908419557812753,0.9548690041146403,-0.4879404587644496,4.378436238158653
431,TDY,Industrials,-0.013014296052972458,0.5417374924390974,-1.9382145333771275,15.72183924144679
432,TFX,Health Care,0.04575728611712341,0.4643944573230684,-0.18597724958436734,4.53723967908619
433,TER,Information Technology,0.5615059619709306,0.5480472303719226,-0.1856759608882421,1.9977718505334785
434,TXN,Information Technology,0.2612397704542333,0.44648327434356144,-0.031175002450499586,3.699898564825447
435,TXT,Industrials,0.03971796431339046,0.7016075927528596,-0.27220158513285253,2.8206817768588337
436,TMO,Health Care,0.3460144805825012,0.3867774961470607,-0.299708066801133,2.4808167449404595
437,TIF,Consumer Discretionary,-0.004171489343913212,0.2613136953408524,0.31804327395565196,27.555197043154774
438,TJX,Consumer Discretionary,0.08499015815878937,0.5417537987872716,-0.9939145561878819,9.726043496827824
439,TSCO,Consumer Discretionary,0.5160021850279546,0.41027815952409863,-0.8119254975575488,6.142171757274575
440,TT,Industrials,0.375570921833595,0.4650554779730454,-0.31757326891406806,3.308708591025109
441,TDG,Industrials,-0.07790877265939183,0.7356250531239089,-0.4803641250194187,7.338229940553795
442,TRV,Financials,0.0061659100496056825,0.5165400637596649,-1.973292128977755,13.842112800601981
443,TFC,Financials,-0.16463236868392894,0.6932645140446095,-0.4131786608587305,3.926273830463539
444,TWTR,Communication Services,0.5090437402017792,0.6539140232686449,-1.24334179789209,7.452653831553299
445,TYL,Information Technology,0.366253474338093,0.36440483423677267,0.17674961703680664,2.58813105149901
446,TSN,Consumer Staples,-0.31515121063595747,0.5064730889074789,0.42450656704723816,9.220964811190068
447,UDR,Real Estate,-0.2540096448034091,0.5321994607058123,-0.40365280354722727,5.605269875290412
448,ULTA,Consumer Discretionary,-0.018729790096400047,0.6710300264066877,-0.11863189527844076,10.181057682400645
449,USB,Financials,-0.16243082628016395,0.6062169849206246,-0.052104199725724956,3.558702743094525
450,UAA,Consumer Discretionary,-0.1648041078894673,0.7274281147640458,-0.8875893814611794,2.6337953458217793
451,UA,Consumer Discretionary,-0.19539684020217543,0.6977054412291417,-0.8886542386313024,2.5313707281653244
452,UNP,Industrials,0.13681714339850268,0.4383326046060132,-0.8419156402927679,7.509628616373263
453,UAL,Industrials,-0.7246223286059565,1.086082643987734,-0.4983640652119573,4.7417356096537935
454,UNH,Health Care,0.13667271734831588,0.49987392493413185,-0.5982259022227259,7.954225005256895
455,UPS,Industrials,0.45411593010666385,0.4231648481902086,0.5044996703157425,4.38278046545595
456,URI,Industrials,0.42257118740200106,0.706930422582904,-0.2741588045083964,3.3400109777463456
457,UHS,Health Care,-0.07192436185172874,0.6893253269382483,-0.47161853909159585,8.47095500628204
458,UNM,Financials,-0.2613449274520261,0.8365916322915524,-0.5941600960485725,4.653132693154779
459,VLO,Energy,-0.4862545938019354,0.8187897787630924,0.3936649015067345,5.072570133147904
460,VAR,Health Care,0.1782830467741361,0.47817065871274766,1.0522815605532065,10.347772621938342
461,VTR,Real Estate,-0.15497170774257793,0.9061298070783425,-1.4680079720935382,10.508748908549553
462,VRSN,Information Technology,0.00045380840715602845,0.4113222893473674,0.12549806172637173,6.131300330834085
463,VRSK,Industrials,0.25451635693370933,0.3988130338931515,-0.1525996411917916,6.703459462342616
464,VZ,Communication Services,0.019198097892742755,0.2531048816897573,0.46800901941767536,5.019617257044436
465,VRTX,Health Care,0.005808303210653226,0.487467117705393,-1.7426459901414635,13.769030271565974
466,VFC,Consumer Discretionary,-0.08348370685391895,0.599526592316059,-0.1876351943974665,2.012685856098302
467,VTRS,Health Care,-0.2456257934329537,0.47468868734936476,0.21354248917338878,2.118594706545437
468,V,Information Technology,0.014331423814922067,0.44098749625587136,-0.05865345636328451,6.097363424110325
469,VNO,Real Estate,-0.6186801576071754,0.7345612394067474,-0.3464743581236667,7.659545990563956
470,VMC,Materials,0.035947892916403386,0.5565743248485321,-0.5806046381628659,6.566913711124991
471,WRB,Financials,-0.06343137312755777,0.508884732654436,-0.4381660831407992,5.088712461769607
472,WAB,Industrials,-0.08259054026485015,0.5755639333089841,-0.712602193165885,4.858858914015349
473,WMT,Consumer Staples,0.26998950099187263,0.3229684332032001,0.8488171178103574,7.861693616773403
474,WBA,Consumer Staples,-0.2603226734753783,0.4985184509999758,-0.049812687680558194,2.228564955541067
475,DIS,Communication Services,0.18962825143230627,0.5042818622493432,0.266900831050458,4.823622495452334
476,WM,Industrials,-0.01972205720410288,0.3625385759631482,-0.6337218106652899,6.4376495571028975
477,WAT,Health Care,0.015774472270123473,0.4126458437848345,0.42390259453121126,3.6958742064515198
478,WEC,Utilities,-0.06314398076457171,0.450521397974569,-1.331279609387716,14.360995021635397
479,WFC,Financials,-0.5035710545231329,0.634029440033106,-0.17212982705593516,3.0539589372777547
480,WELL,Real Estate,-0.31756667834946467,0.7846355426748243,-0.5219907639620526,7.530227384816785
481,WST,Health Care,0.6030269459260696,0.4054952153116746,0.1562721539532857,3.019771423439014
482,WDC,Information Technology,-0.2883487520851885,0.7089276026742649,-0.9727016660086484,4.861661694701069
483,WU,Information Technology,-0.1916308188945209,0.448162907147502,0.06283265424698241,2.1985313820680963
484,WRK,Materials,0.09165566032665773,0.6915641529268587,-0.38653279688110165,3.2987569450229
485,WY,Real Estate,0.10318927813141411,0.7282880087343909,-0.7721617250764133,8.939620261789894
486,WHR,Consumer Discretionary,0.2609652507867633,0.6405339684656692,0.11590936367184038,10.946098180350551
487,WMB,Energy,-0.025371628013897436,0.6743554243876655,-0.9503054708056414,10.303574171246561
488,WLTW,Financials,0.02376849992347899,0.42111249356671077,0.15050171147027344,5.658095355566749
489,WYNN,Consumer Discretionary,-0.2502278904754511,0.8948277121627315,-0.32098786709480365,4.732951374632136
490,XEL,Utilities,0.005911109458716424,0.40800731558146547,-0.7082265022855506,7.743843371773041
491,XRX,Information Technology,-0.47084343974054926,0.6889315382043236,-0.9167634428000307,3.539151654205682
492,XLNX,Information Technology,0.4039671989327491,0.5018612381025872,0.3544566187752561,2.326237960392315
493,XYL,Industrials,0.2325221040300098,0.478689890927036,-0.18680936965744785,2.8991406478253694
494,YUM,Consumer Discretionary,0.05379499116900867,0.44712526668144614,1.2853094077620562,14.61831618510963
495,ZBRA,Information Technology,0.42721534515093695,0.5155686960158128,-0.5252722582551141,4.439917847184718
496,ZBH,Health Care,0.003836829002487336,0.5166658196632304,0.23744764471732369,3.579970593569578
497,ZION,Financials,-0.13896747972793302,0.6117866127765123,0.6049640774311916,3.947995110625441
498,ZTS,Health Care,0.13894965687894661,0.4075755183484746,-0.6180247483642399,8.821926422045916
